Case ID,n_A,n_O,n_W,has_A,has_O,has_W
193959,3,0,0,1,0,0
193962,8,5,6,1,1,1
193965,8,5,10,1,1,1
193968,6,9,25,1,1,1
193971,8,5,7,1,1,1
193974,6,5,29,1,1,1
193977,3,0,0,1,0,0
193980,3,0,0,1,0,0
193983,3,0,0,1,0,0
193986,3,0,0,1,0,0
193989,3,0,0,1,0,0
193992,6,5,9,1,1,1
193995,3,0,1,1,0,1
193998,6,8,11,1,1,1
194001,3,0,1,1,0,1
194004,3,0,0,1,0,0
194007,3,0,1,1,0,1
194010,8,5,15,1,1,1
194013,5,0,9,1,0,1
194016,8,5,7,1,1,1
194019,3,0,0,1,0,0
194022,8,5,11,1,1,1
194025,4,0,2,1,0,1
194028,3,0,1,1,0,1
194031,8,5,12,1,1,1
194034,6,4,4,1,1,1
194037,6,4,13,1,1,1
194040,6,5,8,1,1,1
194043,6,8,12,1,1,1
194046,3,0,1,1,0,1
194049,3,0,0,1,0,0
194052,6,12,36,1,1,1
194055,3,0,0,1,0,0
194058,3,0,1,1,0,1
194061,6,13,20,1,1,1
194064,3,0,0,1,0,0
194067,8,10,18,1,1,1
194070,4,0,8,1,0,1
194073,3,0,0,1,0,0
194076,3,0,1,1,0,1
194079,8,5,16,1,1,1
194082,3,0,1,1,0,1
194085,3,0,0,1,0,0
194088,6,5,15,1,1,1
194091,8,5,13,1,1,1
194094,3,0,0,1,0,0
194097,3,0,0,1,0,0
194100,4,0,19,1,0,1
194103,8,13,20,1,1,1
194106,3,0,0,1,0,0
194109,4,0,7,1,0,1
194112,8,5,22,1,1,1
194115,4,0,10,1,0,1
194118,3,0,0,1,0,0
194121,3,0,0,1,0,0
194124,4,0,10,1,0,1
194127,3,0,2,1,0,1
194130,6,4,9,1,1,1
194133,3,0,0,1,0,0
194136,8,5,5,1,1,1
194139,6,12,19,1,1,1
194142,6,5,5,1,1,1
194145,8,9,11,1,1,1
194148,3,0,0,1,0,0
194151,6,4,9,1,1,1
194154,8,5,10,1,1,1
194157,3,0,0,1,0,0
194160,4,0,5,1,0,1
194163,3,0,0,1,0,0
194166,3,0,1,1,0,1
194169,4,0,4,1,0,1
194179,6,5,11,1,1,1
194182,5,0,1,1,0,1
194185,3,0,1,1,0,1
194188,6,4,16,1,1,1
194191,6,4,10,1,1,1
194194,3,0,0,1,0,0
194197,3,0,1,1,0,1
194200,3,0,0,1,0,0
194203,6,5,4,1,1,1
194206,8,9,19,1,1,1
194209,3,0,0,1,0,0
194212,6,4,7,1,1,1
194215,3,0,0,1,0,0
194218,8,9,17,1,1,1
194221,8,5,11,1,1,1
194224,6,8,18,1,1,1
194227,8,5,7,1,1,1
194230,4,0,2,1,0,1
194233,4,0,16,1,0,1
194236,4,0,4,1,0,1
194239,8,5,15,1,1,1
194242,6,8,14,1,1,1
194245,8,9,7,1,1,1
194248,3,0,0,1,0,0
194251,3,0,3,1,0,1
194254,3,0,1,1,0,1
194257,3,0,0,1,0,0
194260,6,4,5,1,1,1
194263,3,0,0,1,0,0
194266,4,0,9,1,0,1
194269,6,8,23,1,1,1
194272,3,0,0,1,0,0
194275,3,0,0,1,0,0
194278,6,4,9,1,1,1
194281,6,8,11,1,1,1
194284,3,0,1,1,0,1
194287,8,5,6,1,1,1
194290,3,0,0,1,0,0
194293,8,5,11,1,1,1
194296,3,0,1,1,0,1
194299,3,0,0,1,0,0
194302,3,0,0,1,0,0
194305,4,0,9,1,0,1
194308,3,0,0,1,0,0
194311,8,9,9,1,1,1
194314,3,0,1,1,0,1
194317,3,0,0,1,0,0
194320,3,0,0,1,0,0
194323,8,5,14,1,1,1
194326,3,0,1,1,0,1
194329,3,0,0,1,0,0
194332,3,0,1,1,0,1
194335,8,5,5,1,1,1
194338,3,0,0,1,0,0
194341,8,5,11,1,1,1
194344,6,4,2,1,1,1
194347,6,12,25,1,1,1
194350,3,0,0,1,0,0
194353,8,21,28,1,1,1
194356,3,0,0,1,0,0
194359,3,0,0,1,0,0
194362,6,8,7,1,1,1
194365,3,0,0,1,0,0
194368,4,0,1,1,0,1
194379,3,0,0,1,0,0
194382,3,0,0,1,0,0
194385,3,0,0,1,0,0
194388,3,0,0,1,0,0
194391,3,0,0,1,0,0
194394,3,0,1,1,0,1
194397,8,9,13,1,1,1
194400,6,4,17,1,1,1
194403,6,8,24,1,1,1
194406,4,0,13,1,0,1
194409,8,21,10,1,1,1
194412,6,12,13,1,1,1
194415,3,0,0,1,0,0
194418,8,5,18,1,1,1
194421,3,0,2,1,0,1
194424,4,0,16,1,0,1
194427,6,8,9,1,1,1
194430,6,4,8,1,1,1
194433,3,0,0,1,0,0
194436,3,0,1,1,0,1
194439,3,0,0,1,0,0
194442,6,4,14,1,1,1
194445,3,0,1,1,0,1
194448,3,0,0,1,0,0
194451,3,0,0,1,0,0
194454,8,5,15,1,1,1
194457,3,0,0,1,0,0
194460,8,5,13,1,1,1
194463,3,0,0,1,0,0
194466,5,0,1,1,0,1
194469,6,5,8,1,1,1
194472,8,5,11,1,1,1
194475,3,0,1,1,0,1
194478,8,9,20,1,1,1
194481,6,5,4,1,1,1
194484,3,0,0,1,0,0
194487,4,0,1,1,0,1
194490,3,0,8,1,0,1
194493,8,5,6,1,1,1
194496,4,0,11,1,0,1
194499,8,5,3,1,1,1
194502,6,8,16,1,1,1
194505,3,0,1,1,0,1
194508,8,5,15,1,1,1
194511,3,0,0,1,0,0
194514,4,0,14,1,0,1
194517,6,8,4,1,1,1
194520,3,0,1,1,0,1
194523,4,0,3,1,0,1
194526,8,5,12,1,1,1
194529,6,14,25,1,1,1
194532,6,8,15,1,1,1
194535,6,4,9,1,1,1
194538,3,0,1,1,0,1
194541,6,4,4,1,1,1
194544,6,4,11,1,1,1
194547,3,0,0,1,0,0
194550,4,0,2,1,0,1
194553,3,0,0,1,0,0
194556,4,0,3,1,0,1
194559,3,0,1,1,0,1
194562,6,8,9,1,1,1
194565,8,5,6,1,1,1
194568,8,5,4,1,1,1
194571,6,4,11,1,1,1
194574,4,0,5,1,0,1
194577,6,4,6,1,1,1
194580,3,0,1,1,0,1
194583,8,5,5,1,1,1
194586,3,0,0,1,0,0
194599,4,0,3,1,0,1
194602,3,0,0,1,0,0
194605,8,5,14,1,1,1
194608,6,5,7,1,1,1
194611,4,0,2,1,0,1
194614,6,5,5,1,1,1
194617,8,13,43,1,1,1
194620,3,0,0,1,0,0
194623,3,0,0,1,0,0
194626,6,4,8,1,1,1
194629,3,0,2,1,0,1
194632,3,0,0,1,0,0
194635,3,0,3,1,0,1
194638,3,0,0,1,0,0
194641,8,5,5,1,1,1
194644,8,5,4,1,1,1
194647,8,9,10,1,1,1
194650,3,0,0,1,0,0
194653,8,5,3,1,1,1
194656,6,4,3,1,1,1
194659,3,0,1,1,0,1
194662,3,0,1,1,0,1
194665,6,4,4,1,1,1
194668,3,0,0,1,0,0
194671,3,0,0,1,0,0
194674,6,4,4,1,1,1
194677,6,4,7,1,1,1
194680,3,0,0,1,0,0
194683,4,0,5,1,0,1
194686,4,0,1,1,0,1
194689,3,0,0,1,0,0
194692,6,4,9,1,1,1
194695,6,5,17,1,1,1
194698,3,0,0,1,0,0
194701,3,0,0,1,0,0
194704,3,0,0,1,0,0
194707,3,0,0,1,0,0
194710,3,0,0,1,0,0
194713,3,0,1,1,0,1
194716,6,4,3,1,1,1
194719,6,8,8,1,1,1
194722,4,0,7,1,0,1
194725,3,0,0,1,0,0
194728,8,5,7,1,1,1
194731,8,5,15,1,1,1
194734,3,0,0,1,0,0
194737,8,13,18,1,1,1
194740,6,5,36,1,1,1
194743,6,4,11,1,1,1
194746,6,5,5,1,1,1
194749,8,5,5,1,1,1
194752,3,0,1,1,0,1
194755,3,0,0,1,0,0
194758,6,20,11,1,1,1
194761,3,0,1,1,0,1
194764,6,9,12,1,1,1
194767,4,0,12,1,0,1
194770,4,0,5,1,0,1
194773,3,0,0,1,0,0
194776,3,0,1,1,0,1
194779,5,0,3,1,0,1
194782,3,0,0,1,0,0
194785,6,8,10,1,1,1
194788,4,0,9,1,0,1
194791,8,5,13,1,1,1
194794,3,0,0,1,0,0
194797,6,4,10,1,1,1
194819,3,0,1,1,0,1
194822,6,8,8,1,1,1
194825,3,0,2,1,0,1
194828,3,0,1,1,0,1
194831,3,0,0,1,0,0
194834,4,0,14,1,0,1
194837,3,0,0,1,0,0
194859,4,0,12,1,0,1
194862,4,0,12,1,0,1
194865,8,5,8,1,1,1
194868,6,5,27,1,1,1
194871,4,0,11,1,0,1
194874,8,5,8,1,1,1
194877,3,0,0,1,0,0
194880,3,0,1,1,0,1
194883,3,0,0,1,0,0
194886,6,5,6,1,1,1
194889,6,5,5,1,1,1
194892,4,0,2,1,0,1
194895,8,5,9,1,1,1
194898,4,0,16,1,0,1
194901,4,0,1,1,0,1
194904,3,0,1,1,0,1
194907,6,12,11,1,1,1
194910,3,0,0,1,0,0
194913,3,0,1,1,0,1
194916,4,0,2,1,0,1
194919,8,5,3,1,1,1
194922,4,0,2,1,0,1
194925,3,0,0,1,0,0
194928,4,0,6,1,0,1
194931,3,0,0,1,0,0
194934,8,5,11,1,1,1
194937,4,0,1,1,0,1
194940,3,0,0,1,0,0
194943,6,4,5,1,1,1
194946,3,0,0,1,0,0
194949,3,0,0,1,0,0
194952,4,0,1,1,0,1
194955,3,0,2,1,0,1
194958,6,4,5,1,1,1
194961,3,0,0,1,0,0
194964,4,0,2,1,0,1
194967,3,0,1,1,0,1
194970,6,5,4,1,1,1
194973,6,4,6,1,1,1
194976,8,5,12,1,1,1
194979,8,5,15,1,1,1
194982,6,4,6,1,1,1
194985,8,5,7,1,1,1
194988,6,9,17,1,1,1
194991,8,5,8,1,1,1
194994,4,0,2,1,0,1
194997,3,0,0,1,0,0
195000,4,0,3,1,0,1
195003,6,4,5,1,1,1
195006,3,0,0,1,0,0
195009,3,0,1,1,0,1
195012,8,5,11,1,1,1
195015,6,8,6,1,1,1
195018,3,0,1,1,0,1
195021,8,9,18,1,1,1
195024,8,10,11,1,1,1
195027,3,0,1,1,0,1
195030,4,0,5,1,0,1
195033,4,0,10,1,0,1
195036,6,9,13,1,1,1
195039,6,13,13,1,1,1
195042,8,5,14,1,1,1
195045,8,5,11,1,1,1
195048,4,0,7,1,0,1
195051,8,5,8,1,1,1
195054,8,13,18,1,1,1
195057,6,4,3,1,1,1
195060,3,0,1,1,0,1
195063,3,0,0,1,0,0
195066,6,5,13,1,1,1
195069,8,5,13,1,1,1
195079,4,0,3,1,0,1
195082,8,9,30,1,1,1
195085,6,4,6,1,1,1
195088,6,5,18,1,1,1
195091,8,5,12,1,1,1
195094,6,5,6,1,1,1
195097,6,9,10,1,1,1
195100,3,0,1,1,0,1
195103,6,9,15,1,1,1
195106,6,8,6,1,1,1
195109,4,0,1,1,0,1
195112,3,0,0,1,0,0
195115,8,5,10,1,1,1
195118,6,5,14,1,1,1
195121,3,0,0,1,0,0
195124,6,5,10,1,1,1
195127,8,5,29,1,1,1
195130,8,5,6,1,1,1
195133,4,0,1,1,0,1
195136,6,4,9,1,1,1
195139,6,8,9,1,1,1
195142,6,5,7,1,1,1
195145,6,4,14,1,1,1
195148,6,4,9,1,1,1
195151,3,0,1,1,0,1
195154,6,4,8,1,1,1
195157,8,10,45,1,1,1
195160,8,5,17,1,1,1
195163,4,0,2,1,0,1
195166,6,4,3,1,1,1
195169,3,0,0,1,0,0
195172,4,0,6,1,0,1
195175,6,8,19,1,1,1
195178,6,4,5,1,1,1
195181,3,0,2,1,0,1
195184,4,0,3,1,0,1
195187,6,9,10,1,1,1
195190,8,13,14,1,1,1
195193,8,5,13,1,1,1
195196,6,5,10,1,1,1
195199,4,0,3,1,0,1
195202,3,0,0,1,0,0
195205,3,0,2,1,0,1
195208,4,0,5,1,0,1
195211,4,0,3,1,0,1
195214,3,0,1,1,0,1
195217,3,0,0,1,0,0
195220,4,0,4,1,0,1
195223,8,5,13,1,1,1
195226,8,5,10,1,1,1
195229,6,8,4,1,1,1
195232,6,5,9,1,1,1
195235,3,0,1,1,0,1
195238,3,0,1,1,0,1
195241,3,0,1,1,0,1
195244,6,4,9,1,1,1
195247,6,10,72,1,1,1
195250,3,0,0,1,0,0
195253,3,0,1,1,0,1
195256,4,0,13,1,0,1
195259,6,8,19,1,1,1
195262,8,5,7,1,1,1
195265,8,5,16,1,1,1
195268,3,0,1,1,0,1
195271,3,0,1,1,0,1
195274,3,0,1,1,0,1
195277,6,8,12,1,1,1
195280,3,0,0,1,0,0
195283,3,0,0,1,0,0
195299,4,0,20,1,0,1
195302,6,4,3,1,1,1
195305,8,5,16,1,1,1
195308,3,0,0,1,0,0
195311,3,0,1,1,0,1
195314,3,0,2,1,0,1
195317,3,0,3,1,0,1
195320,3,0,0,1,0,0
195323,6,8,21,1,1,1
195326,8,5,4,1,1,1
195329,8,5,9,1,1,1
195332,6,4,4,1,1,1
195335,4,0,15,1,0,1
195338,4,0,7,1,0,1
195341,3,0,0,1,0,0
195344,4,0,12,1,0,1
195347,8,5,10,1,1,1
195350,3,0,0,1,0,0
195353,3,0,0,1,0,0
195356,4,0,2,1,0,1
195359,6,8,8,1,1,1
195362,5,0,1,1,0,1
195365,3,0,1,1,0,1
195368,3,0,0,1,0,0
195371,3,0,0,1,0,0
195374,8,13,17,1,1,1
195377,3,0,0,1,0,0
195380,8,9,4,1,1,1
195383,8,9,4,1,1,1
195386,3,0,0,1,0,0
195389,6,4,5,1,1,1
195392,3,0,1,1,0,1
195395,8,5,8,1,1,1
195398,3,0,1,1,0,1
195401,6,4,7,1,1,1
195404,6,4,13,1,1,1
195407,3,0,1,1,0,1
195410,6,5,7,1,1,1
195413,3,0,0,1,0,0
195416,3,0,0,1,0,0
195419,3,0,0,1,0,0
195422,8,5,17,1,1,1
195425,3,0,1,1,0,1
195428,6,4,3,1,1,1
195431,3,0,0,1,0,0
195434,8,13,11,1,1,1
195437,4,0,14,1,0,1
195440,3,0,1,1,0,1
195443,6,4,5,1,1,1
195446,6,8,10,1,1,1
195449,6,8,9,1,1,1
195452,3,0,1,1,0,1
195455,6,4,3,1,1,1
195458,6,5,15,1,1,1
195461,3,0,1,1,0,1
195464,3,0,0,1,0,0
195467,3,0,0,1,0,0
195470,3,0,0,1,0,0
195473,3,0,0,1,0,0
195476,4,0,15,1,0,1
195479,6,16,22,1,1,1
195482,6,8,7,1,1,1
195485,4,0,7,1,0,1
195488,4,0,13,1,0,1
195491,8,5,10,1,1,1
195494,4,0,14,1,0,1
195497,6,4,3,1,1,1
195500,4,0,3,1,0,1
195503,8,17,11,1,1,1
195506,3,0,0,1,0,0
195509,3,0,1,1,0,1
195512,4,0,2,1,0,1
195515,3,0,0,1,0,0
195518,4,0,1,1,0,1
195521,4,0,4,1,0,1
195524,4,0,1,1,0,1
195527,3,0,0,1,0,0
195530,4,0,3,1,0,1
195533,4,0,16,1,0,1
195536,3,0,0,1,0,0
195539,8,9,5,1,1,1
195542,6,4,4,1,1,1
195545,8,5,6,1,1,1
195548,3,0,0,1,0,0
195551,4,0,14,1,0,1
195554,3,0,0,1,0,0
195557,4,0,2,1,0,1
195560,6,4,13,1,1,1
195563,6,5,8,1,1,1
195566,8,13,16,1,1,1
195569,3,0,1,1,0,1
195572,3,0,0,1,0,0
195579,4,0,6,1,0,1
195582,3,0,0,1,0,0
195585,3,0,0,1,0,0
195588,3,0,1,1,0,1
195591,8,13,9,1,1,1
195594,6,4,16,1,1,1
195597,6,5,6,1,1,1
195600,8,9,10,1,1,1
195603,4,0,12,1,0,1
195606,6,4,11,1,1,1
195609,6,4,10,1,1,1
195612,3,0,1,1,0,1
195615,6,4,5,1,1,1
195618,6,4,6,1,1,1
195621,3,0,0,1,0,0
195624,4,0,6,1,0,1
195627,8,9,5,1,1,1
195630,6,5,7,1,1,1
195633,6,4,4,1,1,1
195636,3,0,0,1,0,0
195639,5,0,9,1,0,1
195642,6,4,13,1,1,1
195645,3,0,0,1,0,0
195648,6,4,7,1,1,1
195651,3,0,0,1,0,0
195654,6,8,13,1,1,1
195657,3,0,0,1,0,0
195660,3,0,0,1,0,0
195663,3,0,0,1,0,0
195666,8,5,11,1,1,1
195669,4,0,12,1,0,1
195672,4,0,9,1,0,1
195675,3,0,0,1,0,0
195678,8,5,33,1,1,1
195681,4,0,14,1,0,1
195684,3,0,0,1,0,0
195687,3,0,1,1,0,1
195690,3,0,0,1,0,0
195693,3,0,0,1,0,0
195696,3,0,0,1,0,0
195699,3,0,0,1,0,0
195719,8,5,7,1,1,1
195722,3,0,0,1,0,0
195725,6,4,11,1,1,1
195728,3,0,0,1,0,0
195731,4,0,1,1,0,1
195734,8,5,8,1,1,1
195737,8,5,11,1,1,1
195740,3,0,0,1,0,0
195743,6,9,27,1,1,1
195746,6,5,12,1,1,1
195749,3,0,0,1,0,0
195752,5,0,10,1,0,1
195755,3,0,0,1,0,0
195758,3,0,0,1,0,0
195761,8,5,11,1,1,1
195764,4,0,9,1,0,1
195767,6,4,2,1,1,1
195770,8,14,22,1,1,1
195773,6,4,6,1,1,1
195776,3,0,1,1,0,1
195779,8,9,16,1,1,1
195782,3,0,0,1,0,0
195785,3,0,0,1,0,0
195788,3,0,1,1,0,1
195791,3,0,0,1,0,0
195794,3,0,0,1,0,0
195797,8,25,18,1,1,1
195800,8,5,4,1,1,1
195803,8,9,14,1,1,1
195806,8,5,10,1,1,1
195809,6,4,6,1,1,1
195812,3,0,0,1,0,0
195815,3,0,0,1,0,0
195818,4,0,1,1,0,1
195821,3,0,1,1,0,1
195824,6,9,5,1,1,1
195827,4,0,1,1,0,1
195830,4,0,21,1,0,1
195833,6,4,4,1,1,1
195836,3,0,0,1,0,0
195839,4,0,1,1,0,1
195842,8,9,19,1,1,1
195845,3,0,0,1,0,0
195848,8,5,10,1,1,1
195851,3,0,0,1,0,0
195854,3,0,0,1,0,0
195857,4,0,11,1,0,1
195860,3,0,0,1,0,0
195863,4,0,2,1,0,1
195866,3,0,1,1,0,1
195869,8,10,13,1,1,1
195872,3,0,0,1,0,0
195875,3,0,0,1,0,0
195878,3,0,1,1,0,1
195881,6,5,3,1,1,1
195884,3,0,0,1,0,0
195887,3,0,0,1,0,0
195890,6,4,6,1,1,1
195893,3,0,1,1,0,1
195896,8,5,7,1,1,1
195899,6,4,8,1,1,1
195902,3,0,0,1,0,0
195905,3,0,0,1,0,0
195908,3,0,0,1,0,0
195911,6,4,5,1,1,1
195914,4,0,12,1,0,1
195917,8,5,6,1,1,1
195920,8,5,4,1,1,1
195923,5,0,2,1,0,1
195926,3,0,0,1,0,0
195929,6,5,10,1,1,1
195932,4,0,9,1,0,1
195935,3,0,0,1,0,0
195938,4,0,5,1,0,1
195941,8,5,38,1,1,1
195944,3,0,0,1,0,0
195947,4,0,8,1,0,1
195950,6,4,8,1,1,1
195953,6,9,14,1,1,1
195956,4,0,1,1,0,1
195959,3,0,1,1,0,1
195962,4,0,4,1,0,1
195965,3,0,1,1,0,1
195968,4,0,2,1,0,1
195979,8,5,5,1,1,1
195982,3,0,0,1,0,0
195985,6,5,15,1,1,1
195988,8,5,4,1,1,1
195991,6,9,6,1,1,1
195994,8,5,3,1,1,1
195997,6,4,5,1,1,1
196000,6,4,9,1,1,1
196003,3,0,0,1,0,0
196006,6,4,5,1,1,1
196009,8,5,6,1,1,1
196012,4,0,9,1,0,1
196015,8,13,9,1,1,1
196018,8,5,18,1,1,1
196021,3,0,0,1,0,0
196024,3,0,1,1,0,1
196027,4,0,4,1,0,1
196030,6,5,9,1,1,1
196033,3,0,0,1,0,0
196036,8,13,14,1,1,1
196039,6,4,5,1,1,1
196042,6,4,4,1,1,1
196045,6,8,13,1,1,1
196048,3,0,0,1,0,0
196051,3,0,0,1,0,0
196054,6,9,16,1,1,1
196057,6,8,13,1,1,1
196060,6,8,18,1,1,1
196063,8,5,15,1,1,1
196066,3,0,1,1,0,1
196069,6,4,7,1,1,1
196072,6,4,6,1,1,1
196075,4,0,3,1,0,1
196078,4,0,3,1,0,1
196081,8,5,9,1,1,1
196084,8,5,15,1,1,1
196087,4,0,7,1,0,1
196090,4,0,2,1,0,1
196093,3,0,1,1,0,1
196096,8,5,9,1,1,1
196099,8,5,26,1,1,1
196102,3,0,1,1,0,1
196105,3,0,3,1,0,1
196108,4,0,5,1,0,1
196111,4,0,9,1,0,1
196114,6,4,12,1,1,1
196117,4,0,1,1,0,1
196120,3,0,0,1,0,0
196123,3,0,1,1,0,1
196126,8,5,17,1,1,1
196129,8,5,8,1,1,1
196132,3,0,1,1,0,1
196135,8,9,12,1,1,1
196138,3,0,0,1,0,0
196141,3,0,1,1,0,1
196144,8,5,5,1,1,1
196147,3,0,1,1,0,1
196150,4,0,13,1,0,1
196153,6,4,2,1,1,1
196156,3,0,0,1,0,0
196159,4,0,15,1,0,1
196162,4,0,3,1,0,1
196165,3,0,0,1,0,0
196168,6,4,4,1,1,1
196171,6,4,8,1,1,1
196174,3,0,1,1,0,1
196177,3,0,1,1,0,1
196180,3,0,0,1,0,0
196183,4,0,2,1,0,1
196186,4,0,11,1,0,1
196189,3,0,0,1,0,0
196192,3,0,0,1,0,0
196195,8,5,8,1,1,1
196198,3,0,1,1,0,1
196201,6,4,4,1,1,1
196204,3,0,0,1,0,0
196207,6,4,13,1,1,1
196210,4,0,3,1,0,1
196213,6,5,10,1,1,1
196216,8,5,5,1,1,1
196219,8,5,10,1,1,1
196222,3,0,0,1,0,0
196225,8,9,9,1,1,1
196228,8,5,12,1,1,1
196231,3,0,0,1,0,0
196234,3,0,1,1,0,1
196237,3,0,2,1,0,1
196240,8,5,5,1,1,1
196243,3,0,1,1,0,1
196246,3,0,0,1,0,0
196249,3,0,0,1,0,0
196252,3,0,0,1,0,0
196255,3,0,1,1,0,1
196258,8,5,10,1,1,1
196261,4,0,6,1,0,1
196264,3,0,1,1,0,1
196267,8,5,19,1,1,1
196270,3,0,0,1,0,0
196273,6,4,3,1,1,1
196276,3,0,1,1,0,1
196279,3,0,1,1,0,1
196282,6,4,12,1,1,1
196285,3,0,1,1,0,1
196288,3,0,1,1,0,1
196291,8,5,5,1,1,1
196294,3,0,1,1,0,1
196299,3,0,0,1,0,0
196302,4,0,2,1,0,1
196305,6,4,9,1,1,1
196308,6,4,6,1,1,1
196311,6,4,2,1,1,1
196314,4,0,8,1,0,1
196317,8,10,22,1,1,1
196320,4,0,1,1,0,1
196323,3,0,2,1,0,1
196326,8,5,19,1,1,1
196329,3,0,0,1,0,0
196332,4,0,2,1,0,1
196335,4,0,8,1,0,1
196338,8,5,9,1,1,1
196341,6,8,15,1,1,1
196344,3,0,1,1,0,1
196347,4,0,1,1,0,1
196350,3,0,0,1,0,0
196353,3,0,0,1,0,0
196356,3,0,0,1,0,0
196359,8,5,19,1,1,1
196362,8,5,6,1,1,1
196365,4,0,16,1,0,1
196368,6,5,5,1,1,1
196371,3,0,1,1,0,1
196374,8,5,24,1,1,1
196377,3,0,0,1,0,0
196380,6,4,4,1,1,1
196383,3,0,0,1,0,0
196386,3,0,1,1,0,1
196389,3,0,1,1,0,1
196392,4,0,7,1,0,1
196395,4,0,12,1,0,1
196398,8,9,31,1,1,1
196401,8,5,6,1,1,1
196404,6,4,10,1,1,1
196407,8,9,14,1,1,1
196410,3,0,0,1,0,0
196413,8,5,20,1,1,1
196416,6,4,3,1,1,1
196419,3,0,2,1,0,1
196422,8,5,3,1,1,1
196425,3,0,0,1,0,0
196428,4,0,4,1,0,1
196431,3,0,0,1,0,0
196434,8,5,13,1,1,1
196437,3,0,2,1,0,1
196440,3,0,1,1,0,1
196443,3,0,1,1,0,1
196446,6,4,7,1,1,1
196449,8,17,15,1,1,1
196452,8,5,10,1,1,1
196455,8,14,31,1,1,1
196458,8,5,5,1,1,1
196461,8,5,6,1,1,1
196464,3,0,0,1,0,0
196467,3,0,0,1,0,0
196470,8,10,21,1,1,1
196473,8,5,16,1,1,1
196476,3,0,1,1,0,1
196479,4,0,2,1,0,1
196482,8,5,23,1,1,1
196485,4,0,4,1,0,1
196488,8,9,5,1,1,1
196491,3,0,0,1,0,0
196494,3,0,0,1,0,0
196497,3,0,1,1,0,1
196500,3,0,0,1,0,0
196503,3,0,0,1,0,0
196506,8,5,6,1,1,1
196509,6,4,5,1,1,1
196512,6,4,6,1,1,1
196515,6,9,16,1,1,1
196518,3,0,1,1,0,1
196521,6,8,16,1,1,1
196524,8,10,18,1,1,1
196527,3,0,1,1,0,1
196530,4,0,6,1,0,1
196533,8,5,5,1,1,1
196536,3,0,2,1,0,1
196539,3,0,1,1,0,1
196542,8,13,22,1,1,1
196545,4,0,12,1,0,1
196548,8,5,19,1,1,1
196551,4,0,3,1,0,1
196554,3,0,0,1,0,0
196557,4,0,4,1,0,1
196560,4,0,12,1,0,1
196563,4,0,2,1,0,1
196566,3,0,0,1,0,0
196569,8,10,22,1,1,1
196572,4,0,1,1,0,1
196575,6,4,10,1,1,1
196578,8,21,24,1,1,1
196581,6,5,21,1,1,1
196599,3,0,0,1,0,0
196602,8,9,16,1,1,1
196605,8,22,30,1,1,1
196608,3,0,0,1,0,0
196611,4,0,3,1,0,1
196614,8,17,10,1,1,1
196617,3,0,1,1,0,1
196620,4,0,5,1,0,1
196623,8,14,26,1,1,1
196626,3,0,0,1,0,0
196629,3,0,0,1,0,0
196639,8,5,7,1,1,1
196642,4,0,2,1,0,1
196645,6,8,13,1,1,1
196648,8,17,15,1,1,1
196651,6,4,6,1,1,1
196654,8,9,6,1,1,1
196657,3,0,0,1,0,0
196660,6,4,4,1,1,1
196663,3,0,2,1,0,1
196666,6,4,13,1,1,1
196669,8,13,15,1,1,1
196672,4,0,1,1,0,1
196675,4,0,5,1,0,1
196678,6,4,4,1,1,1
196681,4,0,1,1,0,1
196684,3,0,2,1,0,1
196687,6,5,27,1,1,1
196690,3,0,0,1,0,0
196693,6,4,5,1,1,1
196696,3,0,0,1,0,0
196699,3,0,0,1,0,0
196702,6,4,4,1,1,1
196705,4,0,6,1,0,1
196708,6,4,7,1,1,1
196711,3,0,0,1,0,0
196714,3,0,0,1,0,0
196717,3,0,1,1,0,1
196720,3,0,0,1,0,0
196723,6,4,4,1,1,1
196726,4,0,2,1,0,1
196729,3,0,1,1,0,1
196732,3,0,0,1,0,0
196735,3,0,1,1,0,1
196738,8,13,8,1,1,1
196741,6,4,13,1,1,1
196744,3,0,0,1,0,0
196747,3,0,0,1,0,0
196750,3,0,0,1,0,0
196753,6,4,5,1,1,1
196756,8,5,9,1,1,1
196759,8,5,5,1,1,1
196762,4,0,4,1,0,1
196765,3,0,0,1,0,0
196768,8,10,28,1,1,1
196771,6,4,14,1,1,1
196774,3,0,0,1,0,0
196777,6,4,7,1,1,1
196780,6,16,13,1,1,1
196783,3,0,0,1,0,0
196786,6,4,5,1,1,1
196789,3,0,1,1,0,1
196792,4,0,4,1,0,1
196795,6,4,6,1,1,1
196798,3,0,0,1,0,0
196801,4,0,3,1,0,1
196804,6,4,7,1,1,1
196807,3,0,2,1,0,1
196810,6,8,12,1,1,1
196813,3,0,0,1,0,0
196816,3,0,1,1,0,1
196819,3,0,0,1,0,0
196822,6,8,3,1,1,1
196825,4,0,1,1,0,1
196828,3,0,1,1,0,1
196831,4,0,5,1,0,1
196834,3,0,0,1,0,0
196837,3,0,5,1,0,1
196840,3,0,2,1,0,1
196843,3,0,2,1,0,1
196846,8,21,20,1,1,1
196849,6,9,6,1,1,1
196852,6,13,15,1,1,1
196855,4,0,2,1,0,1
196858,4,0,2,1,0,1
196861,6,8,9,1,1,1
196864,8,21,10,1,1,1
196867,6,12,20,1,1,1
196870,3,0,1,1,0,1
196873,8,5,15,1,1,1
196876,3,0,1,1,0,1
196879,4,0,2,1,0,1
196880,4,0,5,1,0,1
196885,6,8,16,1,1,1
